area_sqft,bedrooms,bathrooms,age_years,waterfront,floors,condition,grade,price
1010,2,1.5,33,0,2.0,3,7,306888.0
2920,4,2.5,36,0,2.0,4,10,795000.0
2310,4,2.5,11,0,2.0,4,9,525000.0
3470,3,2.5,26,0,2.0,3,10,1050000.0
1220,2,1.0,76,0,1.0,3,6,452000.0
1550,3,2.25,15,0,2.0,3,7,350000.0
2070,4,2.5,8,0,2.0,3,8,410000.0
2060,3,1.75,109,0,1.5,3,7,595000.0
1690,3,2.5,11,0,2.0,3,7,499000.0
2550,4,2.5,13,0,2.0,3,8,340000.0
3370,5,3.25,13,0,2.0,3,10,1065000.0
2230,4,3.0,23,0,2.0,3,8,460000.0
2382,4,2.5,3,0,2.0,3,8,345000.0
1620,3,2.25,25,0,2.0,3,7,280500.0
1140,3,1.0,89,0,1.5,3,7,704000.0
2140,3,2.5,24,0,2.0,4,8,545000.0
1900,3,1.5,52,0,1.0,5,7,335000.0
3370,4,3.0,26,0,1.0,3,10,1325000.0
2300,3,2.75,49,0,1.0,3,7,420000.0
2040,4,2.0,78,0,1.0,5,7,705000.0
1840,4,1.75,24,0,1.0,3,7,274900.0
2860,4,2.5,10,0,2.0,3,8,499950.0
1400,3,1.5,62,0,1.0,4,7,415250.0
990,3,1.0,57,0,1.0,4,7,222000.0
3120,3,2.0,34,0,1.0,4,7,375000.0
1640,3,2.5,20,0,2.0,3,7,300000.0
2820,3,1.75,94,0,1.0,5,7,456700.0
1970,3,2.75,100,0,1.5,3,8,925500.0
2840,5,2.5,39,0,1.0,4,8,375000.0
2370,3,2.5,21,0,2.0,3,9,420000.0
2610,3,2.5,10,0,2.0,3,8,575000.0
1340,3,2.0,100,0,1.0,3,6,335000.0
1300,4,2.0,57,0,1.0,3,7,428000.0
3340,4,2.5,37,0,1.0,4,8,655000.0
2630,3,3.0,8,0,2.0,3,9,738000.0
1960,5,1.75,49,0,1.0,3,7,415000.0
1090,3,1.0,69,0,1.0,4,6,392000.0
1550,2,1.0,73,0,1.0,4,7,555000.0
1770,3,2.5,10,0,2.0,3,7,260000.0
1390,3,1.0,75,0,1.5,3,6,392500.0
2979,3,2.5,21,0,2.0,3,11,912000.0
830,2,1.0,71,0,1.0,3,6,135000.0
1560,3,2.75,36,0,1.0,3,7,500000.0
1360,3,1.5,39,0,1.0,4,7,238000.0
1650,4,2.0,42,0,1.0,5,7,251000.0
1510,2,1.75,36,0,2.0,4,8,406500.0
3010,4,2.25,27,0,2.0,4,9,433495.0
1510,3,2.25,29,0,1.0,4,7,265000.0
1950,3,1.75,58,0,1.0,3,8,360000.0
1800,4,1.0,59,0,1.0,5,7,425000.0
2810,2,2.75,47,0,1.0,3,7,450000.0
1760,3,1.75,61,0,1.0,5,7,449900.0
2040,4,2.5,10,0,2.0,3,8,345000.0
1690,4,2.0,47,0,1.0,3,7,612500.0
1530,3,1.75,37,0,1.0,4,8,317000.0
1810,3,1.5,86,0,1.5,4,8,585000.0
1180,3,1.75,33,0,1.0,3,7,455000.0
4090,4,4.0,23,0,2.0,3,11,1035000.0
2250,4,2.25,46,0,2.0,4,8,497000.0
1070,3,1.75,23,0,1.0,3,7,226750.0
1820,4,2.0,64,0,1.0,3,7,385000.0
1080,3,0.75,66,0,1.0,3,5,205000.0
2760,4,2.5,25,0,2.0,4,9,745000.0
2550,4,2.5,9,0,2.0,3,8,371000.0
2080,4,2.5,23,0,2.0,3,8,545000.0
1280,3,1.0,84,0,1.5,4,7,443000.0
950,2,1.0,64,0,1.0,3,7,287000.0
1050,3,1.0,31,0,1.0,3,7,194000.0
1800,3,1.0,57,0,1.0,5,7,265000.0
3840,4,2.75,52,0,1.0,4,9,1135000.0
3674,4,3.25,28,0,2.0,3,9,699950.0
1710,4,1.0,64,0,1.5,3,7,433000.0
910,2,1.75,11,0,1.0,3,6,200000.0
1340,3,1.5,47,0,1.0,3,7,289571.0
2340,4,2.75,47,0,1.0,3,8,440000.0
1510,3,1.5,54,0,1.0,3,7,400000.0
2630,4,2.5,52,0,2.0,5,8,589000.0
3100,5,2.25,29,0,2.0,3,9,850000.0
940,3,1.0,112,0,1.5,3,7,520000.0
1370,2,2.25,15,0,2.0,3,7,555000.0
2480,3,2.5,11,0,2.0,3,7,470000.0
1068,2,1.5,24,0,2.0,3,7,207000.0
2390,4,2.75,38,0,1.0,3,8,379750.0
2170,4,1.75,65,0,1.0,3,7,709000.0
1520,3,2.5,21,0,1.0,3,7,240000.0
2210,4,1.5,62,0,1.0,4,8,445500.0
3200,5,2.5,55,0,1.0,5,8,1308000.0
1160,3,1.5,56,0,1.0,4,7,210000.0
2670,4,2.5,15,0,2.0,3,8,603000.0
2520,3,2.5,28,0,2.0,3,10,720000.0
760,2,1.0,67,0,1.5,3,5,92000.0
1310,3,1.75,114,0,2.0,4,7,600000.0
2750,4,2.5,67,0,1.0,4,8,725000.0
1790,5,2.25,53,0,1.0,3,7,409950.0
1790,3,2.5,25,0,2.0,3,8,515000.0
2400,4,2.5,47,0,1.0,5,8,495000.0
2420,4,2.25,41,0,2.0,4,9,998000.0
1710,3,1.75,28,0,1.0,4,8,630000.0
2000,3,1.75,42,0,1.0,3,8,410000.0
1580,3,2.25,35,0,1.0,4,8,602000.0
2310,4,2.75,34,0,1.0,5,8,750000.0
3580,4,3.0,23,0,2.5,3,10,711600.0
4320,4,4.0,8,0,2.0,3,11,1050000.0
2560,3,2.5,33,0,2.0,3,9,700500.0
3220,4,2.5,24,0,2.0,3,10,710000.0
1660,3,2.0,29,0,1.0,3,7,250000.0
2420,4,1.75,50,0,1.0,5,7,350000.0
2870,7,3.5,53,0,1.0,3,7,475000.0
830,2,1.0,95,0,1.0,2,6,200000.0
1710,4,2.25,42,0,1.0,4,7,450000.0
2600,5,2.5,9,0,2.0,3,7,316000.0
670,1,1.0,94,0,1.0,3,5,310000.0
1500,3,1.5,45,0,1.0,4,7,392000.0
1460,3,3.25,14,0,3.0,3,8,521000.0
1540,2,2.0,65,0,1.0,3,7,495000.0
1250,3,1.75,47,0,1.0,4,7,209000.0
2230,4,2.0,55,0,1.5,5,9,809950.0
1800,2,1.75,64,0,1.0,3,7,400000.0
2400,4,2.5,35,0,1.0,3,8,415000.0
2370,4,2.0,36,0,2.0,4,8,411000.0
1830,2,2.0,88,0,1.0,4,7,825000.0
1480,3,2.25,7,0,3.0,3,8,436000.0
2620,4,2.5,23,0,2.0,3,9,460000.0
1300,3,1.0,55,0,1.0,4,6,281000.0
3120,4,1.5,58,0,1.0,3,8,976000.0
2400,4,2.5,20,0,2.0,3,8,485000.0
1430,3,2.5,30,0,2.0,3,7,429000.0
2480,3,2.5,25,0,2.0,3,9,729000.0
2280,3,2.5,12,0,2.0,3,8,625000.0
1390,3,1.75,28,0,1.0,4,7,218500.0
1030,3,1.0,55,0,1.0,4,7,175000.0
1120,3,1.0,77,0,1.0,4,7,442500.0
1300,3,2.0,29,0,2.0,3,7,480000.0
2410,3,2.25,49,0,1.0,4,8,715500.0
1470,3,1.75,51,0,1.0,3,8,432500.0
4720,5,4.25,9,0,2.0,3,11,875000.0
2910,5,2.75,74,0,2.0,4,8,605000.0
5000,4,4.0,13,0,3.0,3,12,1688000.0
1690,3,2.25,33,0,1.0,5,7,318000.0
1000,2,1.0,67,0,1.0,4,7,311300.0
2400,5,2.75,23,0,1.0,3,7,325000.0
3330,5,3.5,6,0,2.0,3,9,795000.0
2060,4,2.25,52,0,1.0,4,8,558000.0
3090,4,2.5,19,0,2.0,3,9,370000.0
2350,4,2.5,21,0,2.0,3,8,598850.0
2180,3,2.5,20,0,2.0,3,8,515700.0
1870,3,2.5,11,0,2.0,3,8,458000.0
3530,3,2.25,30,0,2.5,4,10,583500.0
2460,4,2.5,11,0,2.0,3,9,653750.0
1650,3,2.5,3,0,2.0,3,8,299000.0
3480,5,3.0,38,0,1.0,4,8,532000.0
3176,3,2.75,29,0,2.0,4,9,819000.0
2420,4,2.25,47,0,1.0,5,9,945000.0
2260,4,2.5,31,0,1.0,3,9,608700.0
2380,4,2.0,66,0,1.0,4,8,812000.0
3400,5,2.5,55,0,1.0,4,8,464000.0
3770,4,2.5,25,0,2.0,3,10,950000.0
2672,4,2.5,9,0,2.0,3,8,700000.0
1180,3,1.0,75,0,1.0,3,7,435000.0
1810,3,1.5,60,0,1.0,4,7,229500.0
2610,3,3.0,62,1,1.5,4,8,1575000.0
1450,3,2.25,51,0,1.0,4,7,265000.0
1600,2,2.0,64,0,1.0,3,7,995000.0
2650,3,2.5,39,0,1.0,5,8,590000.0
2490,4,2.75,35,0,2.0,3,9,740000.0
850,2,0.75,105,0,1.0,5,6,360000.0
1820,4,2.0,39,0,1.0,3,7,548500.0
1960,3,1.75,94,0,1.0,4,7,599000.0
2350,3,1.75,36,0,1.0,4,8,615000.0
1320,3,1.75,26,0,1.0,3,7,292000.0
3720,4,2.5,26,0,2.0,3,10,899000.0
2210,3,1.5,102,0,1.0,4,7,500000.0
1910,3,2.5,11,0,1.5,3,8,580000.0
2840,4,2.5,16,0,2.0,3,9,580000.0
1320,3,1.0,94,0,1.0,4,7,594000.0
2440,3,2.5,34,0,1.0,3,7,500000.0
2420,4,2.5,26,0,1.0,3,8,550000.0
1180,3,1.75,22,0,1.0,4,8,275000.0
1820,3,2.25,32,0,2.0,4,8,390000.0
3760,3,3.0,104,0,2.5,4,10,1250000.0
1560,3,2.25,17,0,2.0,3,7,250000.0
1790,2,2.5,35,0,2.0,4,8,405000.0
1430,3,1.0,46,0,1.0,3,6,213950.0
1390,3,1.5,51,0,1.0,4,7,232000.0
990,3,1.0,56,0,1.0,4,6,207000.0
1880,3,1.75,26,0,1.0,3,8,310000.0
2520,3,2.5,24,0,3.0,3,9,540000.0
2060,4,1.5,95,0,1.5,3,7,750000.0
2150,4,2.5,9,0,2.0,3,8,392500.0
2500,5,2.5,53,0,1.0,3,8,305000.0
2390,3,2.5,30,0,2.0,3,9,735000.0
2400,4,2.5,24,0,2.0,3,8,575000.0
660,2,1.0,99,0,1.0,3,6,175000.0
1580,4,2.5,30,0,2.0,4,7,291000.0
3250,4,2.5,20,0,2.0,3,10,791500.0
1880,3,2.0,63,0,1.0,3,8,475000.0
1190,2,1.0,63,0,1.0,3,7,238950.0
1280,3,3.5,14,0,2.0,3,8,470000.0
2380,4,1.75,37,0,1.0,3,8,420000.0
2040,3,2.5,19,0,2.0,3,8,440000.0
1440,4,1.75,85,0,1.5,4,8,656000.0
2120,3,2.5,13,0,2.0,3,7,559950.0
990,2,2.0,79,0,1.0,3,6,600000.0
1710,3,1.0,42,0,1.0,4,7,255000.0
1840,4,1.5,58,0,1.5,3,7,210750.0
1150,4,1.0,105,0,1.5,3,7,485000.0
2250,3,2.5,19,0,2.0,3,8,390000.0
2460,3,2.5,45,0,1.0,4,8,405000.0
1540,4,1.0,109,0,1.5,2,7,462500.0
2210,4,2.25,37,0,1.0,3,8,435000.0
1440,3,2.5,11,0,2.0,3,7,440000.0
1790,3,1.75,36,0,1.0,3,9,299950.0
1120,2,1.5,45,0,2.0,3,8,440000.0
1260,3,2.5,39,0,1.0,3,7,312620.0
1180,3,1.5,33,0,1.0,3,7,372500.0
1730,3,2.5,21,0,2.0,3,8,297262.0
2250,4,3.0,52,0,1.0,4,7,735000.0
1550,3,1.5,92,0,2.0,4,7,430000.0
1070,2,1.75,19,0,1.5,3,7,241000.0
1460,3,1.0,45,0,1.0,4,7,201000.0
1060,2,1.0,105,0,1.0,4,7,570000.0
1840,4,1.75,47,0,1.0,3,7,538000.0
2440,3,2.5,4,0,2.0,3,8,729000.0
1700,4,1.75,60,0,1.0,3,7,331500.0
680,2,1.0,73,0,1.0,3,6,110700.0
1700,3,2.0,18,0,1.0,3,7,245000.0
2000,3,1.75,58,0,1.0,4,7,427000.0
2340,4,1.75,61,0,1.0,3,8,650500.0
1120,2,1.0,75,0,1.0,4,7,335900.0
1510,2,2.0,75,0,1.5,3,7,535000.0
2120,5,2.0,109,0,1.0,4,6,360000.0
1500,3,2.25,47,0,1.0,3,7,294900.0
1030,2,1.0,87,0,1.0,4,7,460000.0
5440,4,3.5,24,0,2.0,3,12,1769000.0
1150,2,1.0,109,0,1.0,4,7,463000.0
2420,5,1.5,52,0,1.0,3,8,332000.0
1750,4,2.0,71,0,1.0,4,5,199500.0
1750,4,2.0,71,0,1.0,4,5,247000.0
2170,4,2.5,22,0,2.0,3,8,442500.0
2540,3,2.0,7,0,1.0,3,9,600000.0
1690,3,2.5,9,0,2.0,3,7,449000.0
1600,4,1.0,89,0,1.5,4,7,725000.0
1060,3,1.0,54,0,1.0,3,7,215000.0
1990,2,1.75,66,0,1.0,3,7,582500.0
2210,4,2.25,46,0,2.0,4,8,305000.0
3090,4,2.75,55,0,2.0,3,8,734000.0
1050,3,2.0,28,0,1.0,3,7,300000.0
2550,5,1.75,54,0,1.0,5,7,525888.0
2095,4,2.5,104,0,1.5,5,8,711000.0
1520,3,1.75,36,0,1.0,3,8,360000.0
2750,5,2.5,27,0,2.0,3,8,357000.0
1200,3,1.75,54,0,1.0,4,7,235000.0
1830,3,1.75,86,0,1.0,3,7,550000.0
1160,3,1.0,57,0,1.0,4,7,324000.0
1750,3,2.0,26,0,1.0,3,8,420000.0
2400,4,2.5,11,0,2.0,3,8,450000.0
4140,5,3.5,11,0,2.0,3,9,825000.0
2115,4,2.25,16,0,2.0,3,7,272000.0
2580,3,2.0,24,0,1.5,3,9,481000.0
1220,3,1.0,87,0,1.0,3,7,500000.0
1630,2,1.5,74,0,1.0,4,7,448000.0
1350,2,2.0,11,0,1.0,3,8,480000.0
1690,3,2.5,10,0,2.0,3,7,475000.0
1700,2,2.25,9,0,2.0,3,8,472500.0
1890,4,2.25,35,0,1.0,4,8,291000.0
850,2,1.0,64,0,1.0,4,7,294000.0
2480,4,2.5,47,0,1.0,4,9,1013050.0
1690,3,2.5,12,0,2.0,3,7,442500.0
810,2,1.0,55,0,1.0,4,6,170000.0
3980,4,2.5,47,0,1.0,3,10,1582500.0
2580,3,2.25,90,0,2.0,3,8,665000.0
6085,5,4.5,14,0,3.0,3,11,1610000.0
2140,2,1.75,84,0,1.0,3,7,675000.0
1360,2,1.75,58,0,1.0,3,6,279900.0
1800,4,1.5,85,0,1.5,4,8,875000.0
1920,3,2.5,9,0,2.0,3,8,571000.0
860,3,1.0,87,0,1.5,3,7,320000.0
2340,3,2.5,28,0,1.0,3,9,525000.0
4040,8,2.75,52,0,1.0,4,9,1650000.0
1160,3,1.75,73,0,1.0,3,6,137900.0
1680,3,2.25,25,0,2.0,4,8,440000.0
1280,3,1.0,70,0,1.0,3,7,360000.0
1800,4,1.5,38,0,1.0,4,7,271000.0
4250,6,3.25,47,0,1.0,3,10,465000.0
2400,4,2.5,10,0,2.0,3,8,280000.0
940,2,1.0,73,0,1.0,4,5,283000.0
1110,3,1.0,35,0,1.0,3,7,411500.0
2420,3,2.25,47,0,1.0,4,8,282000.0
1850,3,2.5,9,0,2.5,3,9,535000.0
2020,4,2.5,71,0,2.0,5,9,554729.0
2020,4,2.5,72,0,2.0,5,9,868000.0
1830,3,2.5,23,0,1.0,3,8,427000.0
1920,4,1.75,60,0,1.0,4,7,455000.0
1280,2,1.75,61,0,1.0,3,7,595000.0
3130,4,2.5,11,0,2.0,3,8,400000.0
3920,4,2.5,17,0,2.0,3,10,770000.0
3100,4,2.75,95,0,2.0,3,8,742500.0
3220,4,2.5,41,0,1.0,5,9,1250000.0
1670,3,2.0,46,0,1.0,3,8,375000.0
2700,4,2.5,55,0,2.0,4,9,1557600.0
5461,4,2.0,51,0,1.0,4,9,545000.0
4400,4,3.25,11,0,2.0,3,11,1050000.0
2190,3,1.75,57,0,1.0,4,9,1565000.0
1200,4,1.5,45,0,1.5,4,6,178000.0
1470,3,1.75,25,0,1.0,3,7,262500.0
1650,3,1.75,115,0,1.5,4,8,730000.0
1840,5,1.75,66,0,1.0,3,8,395000.0
1210,3,1.0,55,0,1.0,3,6,355000.0
1870,3,2.5,25,0,2.0,3,8,299990.0
3890,4,3.25,14,0,1.5,3,9,1125000.0
2660,4,2.25,42,0,2.0,4,8,425000.0
1150,2,1.0,64,0,1.0,3,7,349000.0
1740,4,1.75,72,0,1.0,5,7,554950.0
2580,6,3.0,101,0,1.5,3,7,326000.0
1720,4,1.75,39,0,1.0,3,8,580000.0
2740,3,2.5,37,0,2.0,4,10,699000.0
2610,3,2.75,29,0,1.0,3,7,757000.0
1400,3,1.75,49,0,1.0,3,7,335000.0
2570,3,2.0,31,0,1.0,3,9,660000.0
2830,4,2.75,10,0,2.0,3,8,540000.0
2630,5,2.25,48,0,2.0,3,8,320000.0
1580,3,2.5,21,0,2.0,3,7,280000.0
1540,3,2.0,25,0,1.0,3,7,324000.0
2120,3,1.0,47,0,1.0,4,7,300000.0
1830,3,1.75,101,0,2.0,4,7,360000.0
2260,3,2.5,27,0,2.0,3,10,600000.0
2500,4,1.75,44,0,1.0,4,8,950000.0
1830,3,3.25,0,0,3.0,3,8,599950.0
1190,4,1.0,64,0,1.0,3,6,190000.0
2310,4,1.75,45,0,1.0,3,7,350000.0
1230,3,1.0,86,0,1.5,3,7,522000.0
2940,3,2.5,23,0,2.0,3,10,850000.0
1010,3,1.0,60,0,1.0,4,7,308000.0
2550,6,2.25,107,0,2.0,4,7,1020000.0
1480,3,1.0,76,0,1.5,3,7,397500.0
1460,3,1.75,38,0,1.0,3,7,186000.0
3110,5,3.0,37,0,1.0,3,8,436500.0
2140,3,2.0,86,0,1.0,4,8,710000.0
3450,5,3.25,110,0,2.0,5,9,1378600.0
1960,3,2.25,58,0,1.0,3,7,450000.0
1890,4,2.75,34,0,1.0,3,7,375000.0
2080,2,1.0,54,0,1.0,3,7,315000.0
1700,3,1.0,97,0,1.5,3,7,467500.0
1140,3,1.0,56,0,1.0,3,6,330000.0
3136,3,2.5,104,0,1.5,5,8,665000.0
2590,4,3.25,2,0,3.0,3,9,760000.0
1480,3,1.75,0,0,2.0,3,8,469000.0
1500,3,3.0,14,0,2.0,3,8,408000.0
2660,3,2.75,43,0,1.0,4,8,851000.0
1350,2,2.0,7,0,1.0,3,8,410000.0
860,2,1.0,72,0,1.0,3,6,235000.0
1000,2,1.0,98,0,1.0,3,6,207100.0
2480,4,2.5,55,0,1.0,5,7,560000.0
3860,3,2.75,30,0,2.0,4,10,903000.0
2140,3,1.75,110,0,2.0,3,8,998500.0
1820,4,1.75,55,0,1.5,3,7,268500.0
2220,2,1.75,44,0,1.0,4,8,494950.0
2660,4,2.5,15,0,2.0,3,9,1130000.0
1470,3,2.0,72,0,1.0,4,6,250000.0
2350,4,1.75,44,0,1.0,4,7,449000.0
2980,3,2.25,51,0,1.0,3,9,1225000.0
1870,4,2.0,49,0,1.0,3,8,325000.0
2430,5,3.0,57,0,1.0,4,7,506000.0
2790,4,2.5,12,0,2.0,3,9,751000.0
1370,3,2.5,21,0,2.0,3,7,280000.0
4470,4,2.25,26,0,2.0,3,11,1120000.0
2040,3,1.75,34,0,1.0,3,8,580000.0
2340,4,2.25,52,0,1.0,5,8,665000.0
2520,4,2.5,15,0,2.0,3,7,450000.0
1710,4,1.0,72,0,1.5,4,6,389900.0
1200,3,1.0,52,0,1.0,3,7,427000.0
1330,3,1.75,32,0,1.0,3,7,265000.0
1310,3,1.5,16,0,2.0,3,7,398000.0
3020,6,3.5,73,0,2.0,3,7,354000.0
2260,4,2.5,16,0,2.0,3,8,339950.0
790,2,1.0,66,0,1.0,3,6,399000.0
970,2,2.0,31,0,1.0,3,7,325000.0
2250,3,2.0,59,0,1.0,4,9,998800.0
1530,4,2.5,100,0,1.5,3,7,350000.0
1780,4,1.75,47,0,1.0,5,9,1000000.0
2120,3,2.5,10,0,2.0,3,7,561000.0
1500,2,1.0,88,0,1.0,3,7,245000.0
1500,2,1.0,89,0,1.0,3,7,570000.0
2390,4,3.0,83,0,1.5,5,8,845000.0
2390,4,2.5,18,0,2.0,3,7,314500.0
2920,3,1.75,33,0,1.0,4,8,650000.0
850,2,1.0,108,0,1.0,3,5,298000.0
930,2,1.0,111,0,1.0,3,7,500000.0
3340,4,2.5,16,0,2.0,3,9,870000.0
710,2,1.0,73,0,1.0,5,6,299000.0
2240,3,2.25,35,0,1.0,3,7,527000.0
1060,3,1.0,48,0,1.0,5,7,420000.0
2360,3,2.5,24,0,2.0,3,8,290000.0
3520,4,2.75,63,1,1.0,4,9,1662000.0
1730,3,1.75,37,0,1.0,3,8,499990.0
1170,3,1.75,71,0,1.0,3,6,315000.0
3680,4,2.25,33,0,2.0,4,9,425000.0
2900,3,2.5,28,0,2.0,3,9,630000.0
1290,3,1.75,43,0,1.5,3,7,365000.0
2010,4,2.75,113,0,2.0,5,8,774000.0
1490,3,1.5,65,0,1.0,4,7,368888.0
1930,4,2.5,20,0,2.0,3,7,339500.0
2240,4,1.75,58,0,1.0,4,7,344950.0
2320,3,2.0,62,0,1.0,3,8,450000.0
2990,4,2.75,0,0,2.0,3,9,814950.0
2200,4,2.5,11,0,2.0,3,8,299900.0
1500,3,2.0,48,0,1.0,4,7,315000.0
3860,3,1.75,44,0,1.0,3,9,880000.0
1430,3,1.5,37,0,1.0,4,7,195000.0
3750,5,2.75,13,0,2.0,3,9,910000.0
3100,5,2.5,12,0,2.0,3,8,540000.0
1870,3,2.5,9,0,2.0,3,7,306000.0
2040,4,2.25,36,0,1.0,4,8,272000.0
3700,5,3.5,64,0,2.0,3,8,1295000.0
3150,3,1.75,44,0,1.0,3,8,450000.0
1990,3,2.5,21,0,2.0,3,8,450000.0
1740,4,1.0,49,0,1.5,3,7,310000.0
2080,2,2.25,61,0,1.0,4,8,530000.0
2060,4,2.5,36,0,2.0,4,7,435000.0
1590,3,2.0,67,0,1.0,4,7,485000.0
1760,3,1.5,92,0,2.0,3,8,690000.0
1620,4,2.5,7,0,2.0,3,7,305000.0
1210,3,1.75,39,0,1.0,3,7,300000.0
2040,4,3.0,22,0,1.0,3,8,289950.0
2270,3,2.5,24,0,2.0,3,9,575000.0
6640,4,4.5,21,0,2.0,3,12,1820000.0
1060,3,1.5,52,0,1.0,4,7,219000.0
1940,4,3.0,66,0,1.0,4,7,265000.0
3070,5,3.25,8,0,2.0,3,9,1105000.0
930,3,1.0,72,0,1.0,3,6,200000.0
2180,4,2.75,56,0,1.0,4,7,545000.0
2130,3,2.5,24,0,2.0,3,8,378000.0
800,2,1.75,93,0,1.0,4,6,388000.0
2200,4,2.25,55,0,1.0,3,7,425000.0
1130,2,1.5,5,0,2.0,3,8,536000.0
1970,3,2.5,77,1,1.0,3,8,1175000.0
1680,3,2.5,1,0,2.0,3,9,629950.0
1470,4,1.75,59,0,1.0,3,7,465000.0
2390,4,2.25,45,0,1.0,4,8,545000.0
2300,4,2.5,36,0,2.0,4,8,592000.0
2280,4,2.0,57,0,1.0,3,7,446000.0
1330,3,2.5,10,0,3.0,3,8,375000.0
2640,5,2.5,11,0,2.0,3,7,632500.0
2430,4,1.75,40,0,1.0,3,8,459950.0
2470,4,2.5,25,0,2.0,3,9,485000.0
1440,3,1.0,50,0,1.0,3,7,255000.0
1320,3,2.0,39,0,1.0,5,7,251750.0
2810,3,2.5,14,0,2.0,3,8,725000.0
1370,3,3.25,9,0,3.0,3,8,460000.0
2000,3,2.5,33,0,1.0,5,8,625000.0
1980,3,1.75,41,0,1.0,4,8,530000.0
2050,3,2.5,13,0,2.0,3,8,394950.0
2320,4,1.75,55,0,1.0,3,7,324950.0
1960,3,2.25,12,0,2.0,3,7,330000.0
1910,4,1.75,29,0,1.0,3,7,220000.0
2030,3,3.25,34,0,2.0,4,8,685000.0
2210,3,2.25,43,0,1.0,3,8,500000.0
2610,4,2.75,49,0,1.0,3,7,368000.0
2520,3,2.25,24,0,2.0,4,9,825000.0
1840,6,1.75,114,0,1.0,3,7,660000.0
1570,3,1.75,43,0,1.0,4,7,253000.0
2400,4,2.75,62,0,1.0,5,7,392500.0
1930,3,1.75,37,0,2.0,3,9,605000.0
1160,3,1.0,45,0,1.0,4,6,215000.0
2820,4,2.5,29,0,2.0,4,9,650000.0
3060,4,2.0,93,0,2.0,4,8,877500.0
1320,3,1.0,53,0,1.0,3,6,232500.0
1200,2,2.0,11,0,2.0,3,6,234000.0
1560,3,1.75,45,0,1.0,3,7,380000.0
3070,5,2.25,31,0,1.0,3,9,420000.0
1040,3,1.0,36,0,1.0,3,7,399950.0
1990,3,2.5,45,0,1.0,3,7,256750.0
1690,3,2.5,30,0,2.0,3,8,535000.0
1810,3,2.0,35,0,2.0,4,9,515000.0
2520,4,1.75,62,0,1.0,4,7,770000.0
1570,3,2.5,19,0,1.0,3,7,256000.0
1680,3,1.0,74,0,1.0,4,7,489900.0
1250,3,1.5,36,0,1.0,4,7,165000.0
1280,3,1.5,53,0,1.0,4,7,220000.0
4620,4,2.5,23,0,2.0,4,11,575000.0
1580,3,2.5,10,0,2.0,3,7,375000.0
1650,3,1.75,38,0,2.0,5,8,422250.0
1660,3,1.75,33,0,1.0,3,8,420000.0
2410,4,2.5,21,0,2.0,3,8,608000.0
1720,3,2.25,93,0,1.5,4,7,620000.0
3120,3,2.5,32,0,2.0,3,9,850000.0
2680,4,2.5,41,0,1.0,4,8,463000.0
2640,5,1.75,61,1,1.0,4,8,750000.0
3730,3,3.25,26,0,2.0,3,9,1070000.0
1700,3,2.0,28,0,1.0,3,7,290000.0
2280,4,1.75,67,0,1.0,3,7,525000.0
1220,3,2.25,29,0,2.0,3,7,319000.0
3500,6,4.5,35,0,2.0,3,7,592500.0
2010,3,2.5,37,0,2.0,3,7,350000.0
2130,3,1.75,42,0,1.0,4,8,454900.0
1800,4,2.25,23,0,2.0,3,7,272000.0
1070,3,1.0,53,0,1.0,3,7,357500.0
1020,3,1.75,60,0,1.0,5,6,285000.0
1600,4,2.0,21,0,1.0,3,7,280000.0
1380,4,1.5,86,0,1.0,3,7,477000.0
3270,3,2.25,32,0,2.0,4,10,750000.0
2100,4,2.5,107,0,2.0,3,7,595000.0
2110,3,2.25,13,0,3.0,3,8,525000.0
1640,3,1.75,48,0,1.0,4,7,319000.0
1320,3,2.0,28,0,1.0,3,7,225000.0
2420,4,2.5,56,0,1.0,5,7,485000.0
1390,3,1.0,106,0,1.5,3,6,341000.0
2320,3,3.25,1,0,2.0,3,9,674000.0
2170,3,2.5,12,0,2.0,3,8,442250.0
2710,4,2.25,37,0,2.0,4,8,591000.0
1450,3,2.0,16,0,1.0,3,7,276000.0
1370,3,2.5,26,0,1.0,3,8,394000.0
1810,3,2.5,13,0,1.0,3,7,355000.0
1420,3,2.5,51,0,1.0,4,7,260000.0
2090,3,2.75,27,0,1.0,3,8,300000.0
2090,3,2.75,28,0,1.0,3,8,310000.0
1330,3,1.0,38,0,1.0,3,7,209000.0
1330,3,2.0,29,0,1.0,3,7,344950.0
1910,5,2.0,63,0,1.0,4,6,230000.0
2310,3,1.75,37,0,1.0,4,8,336950.0
2500,3,2.75,66,0,1.0,5,7,700000.0
1310,3,2.0,27,0,1.0,3,7,230000.0
2040,4,2.5,20,0,2.0,3,8,443500.0
2040,4,2.5,21,0,2.0,3,8,471000.0
2400,3,2.25,52,0,1.0,3,8,595000.0
1400,3,1.0,85,0,1.5,3,7,470000.0
1700,4,1.75,39,0,1.0,4,8,600000.0
3160,4,3.75,17,0,2.5,3,10,1381000.0
1340,3,1.75,29,0,1.0,3,7,427800.0
1470,4,2.0,49,0,1.0,4,7,445000.0
1790,3,1.75,61,0,1.0,4,7,382000.0
1560,3,1.5,25,0,1.0,5,7,577000.0
2620,3,2.5,25,0,2.0,4,8,427000.0
1580,3,1.0,52,0,1.0,3,7,255000.0
1090,3,1.0,53,0,1.0,3,6,240000.0
3240,5,3.25,75,0,1.5,4,9,1234580.0
